"country","ngo_id","date_added","latin_name","arabic_name","address","governorate","phone","email","date_of_creation","type_of_organization","target_group","president","director","secretary_general","treasurer","missions_and_goals","impact_of_ong","activities","building_networks_and_alliances","other","publications","training_and_capacity_building","research_resources_and_production","exchange_of_information_know.how_and_experience","website","ISO3","ISO2","FIPS","country.rev"
"Tunisia","680",2014-11-07 02:06:39,"Organisation Citoyen Libre","منظمة المواطن الحر","شارع الحبيب بورقيبة الكاف","الكاف","78201381","oclibre@gmail.com",NA,NA,"حقوقية","الهادي مقري",NA,NA,"نشر ثقافة حقوق الأنسان","جهوي","موقع واب","دورات تدريبية في مجال حقوق الانسان",NA,NA,NA,NA,NA,"الشباب",NA,"TUN","TN","TS","Tunisia"
"Tunisia","681",2014-11-07 02:06:44,"Croissant Vert Tunisien","الهلال الأخضر التونسي","فرانس فيل تونس","تونس","+216 24510450","croissantverttunisien@yahoo.fr",NA,NA,"منظمة اسعافية اجتماعية","معز الشريف",NA,NA,"العدالة الاجتماعية في المناطق الداحلية","جهوي","مشروع المساجين المتابعة و الادماج في الحياة الاجتماعية","حملات مواطنة تونسية",NA,NA,NA,NA,NA,"الفئات المحتاجة و الفقيرة",NA,"TUN","TN","TS","Tunisia"
"Jordan","682",2014-11-07 02:06:53,"Jordon developement","شبكة الأردن للتنمية","عمان","عمان",NA,"info@jordandevnet.org",NA,"info@jordandevnet.org","تنموية",NA,NA,NA,"ضمان التنسيق والترابط في المداخل المتبعة لتنمية المجتمعات المحلية","جهوي",NA,NA,NA,NA,NA,NA,NA,"الشبان",NA,"JOR","JO","JO","Jordan"
"Jordan","683",2014-11-07 02:07:04,"Centre pour la défense de la liberté des journalistes","مركز حماية وحرية الصحفيين","عمان الاردن","عمان","96265160820","cdlj@cdlj.org",NA,"www.cdlj.org","مهنية حقوقية",NA,NA,NA,"الدفاع على حقوق الصحفيينو حريتهم","جهوي",NA,"دورات تدريبية",NA,NA,NA,NA,NA,"الصحفين",NA,"JOR","JO","JO","Jordan"
"Tunisia","686",2014-11-07 02:07:25,"ATAB","جمعية المهندسين الفلاحين بنزرت","بنزرت","بنزرت","98273590",NA,NA,NA,"جمعية تنموية","علي عربي","عبد المجيد بنقياس","مختار العمري","ارساء منظومة تمويل و تسويق","جهوي","شريك الفلاحين الصغار","ربط علاقة تتكامل مع اتحاد المهندسين المزارعين",NA,NA,NA,NA,NA,"فنيين فلاحين و فلاحين صغار",NA,"TUN","TN","TS","Tunisia"
"Tunisia","687",2014-11-07 02:07:31,"OECONOMIE","جمعية الاقتصاد الانساني","أريانة","أريانة","22846619","fehriseliti@gmail.com",NA,NA,"اقتصادية",NA,NA,NA,"الاعتناء بجرحى الثورة","جهوي","برنامج زراعي بقفصة","اعانات لضحايا الفيضانات",NA,NA,NA,NA,NA,"الانسان",NA,"TUN","TN","TS","Tunisia"
"Tunisia","688",2014-11-07 02:07:39,"UGET","الاتحاد العام لطلبة تونس","تونس","تونس","27587741",NA,NA,NA,"منظمة نقابية",NA,NA,NA,"حماية حقوق الطلبة","جهوي",NA,"أنشطة يومية حول حقوق الطلبة",NA,NA,NA,NA,NA,"الطلبة",NA,"TUN","TN","TS","Tunisia"
"Tunisia","689",2014-11-07 02:07:50,"ASSOCIATION DES AMIS DE LIVRE PROGRESSISTE","جمعية أصدقاء الكتاب التقدمي","تونس","تونس","25224314","hossny16@gmail.com",NA,NA,"ثقافية",NA,NA,NA,"تثقيف المواطنين","جهوي","التوسع على المستوى الوطني","خروج في تظاهرات و مسيرات",NA,NA,NA,NA,NA,"كافة الفئات",NA,"TUN","TN","TS","Tunisia"
"Tunisia","690",2014-11-07 02:07:55,"Lam Chaml","لم الشمل","سكرة شارع","تونس","70693090","lam.chaml@gmail.com",NA,"www.lamchaml.org","حقوقية",NA,NA,NA,"هو عبارة عن شبكة من أكثر من 80 جمعية من المجتمع المدني والعديد من المواطنين المستقلين. انه يريد ان يكون مسبارا بين جميع الجمعيات لأنشطة نقل المعلومات كل والعمل معا لتحقيق النجاح","جهوي",NA,NA,NA,NA,NA,NA,NA,"الشعب",NA,"TUN","TN","TS","Tunisia"
"Tunisia","691",2014-11-07 02:08:05,"Centre des femmes arabes pour la formation et la recherche","مركز المرأة العربية للتدريب والبحوث","حي الخضراء تونس","حي الخضراء تونس","+216 71511773","cawtar@cawtar.org",NA,"www.cawtar.org","ثقافية تنموية",NA,NA,NA,"انشاء بيئة عربية يتساوى فيها الرجال و النساء على مستوى الحقوق و الحريات","جهوي","تمكين المرأة لتحقيق المساوات","دعم المرأة في التنمية المستدامة",NA,NA,NA,NA,NA,"المرأة العربية",NA,"TUN","TN","TS","Tunisia"
"Tunisia","692",2014-11-07 02:08:10,"ATEPH","الجمعية التونسية للدراسات الفلسفية","منزل جميل","بنزرت","25870333","bahrikhaled99@gmail.com",NA,NA,"جمعية ثقافية",NA,NA,NA,"هدف تربوي  نشر الثقافات باقيم الكونية","جهوي","تنظيم ندوات و المشاركة فيها وطنيا","تنظيم ندوات و ملتقيات علمية أكادمية",NA,NA,NA,NA,NA,"باحثيو و طلبة",NA,"TUN","TN","TS","Tunisia"
"Palestine","693",2014-11-07 02:08:23,"General Union of Palestinian Students","الاتحاد العام لطلبة فلسطين","رام الله","رام الله","27202094","laith-qudsi@hotmail.fr",NA,"الاتحاد العام لطلبة تونس","نقابية",NA,NA,NA,"التعريف بالقضية الفلسطينية","جهوي",NA,NA,NA,NA,NA,NA,NA,"كل الفئات",NA,"PSE","PS",NA,"Palestine"
"Tunisia","694",2014-11-07 02:08:36,"Forum Social De Rdeyef","المنتدى الأقتصادي و الأجتماعي الرديف","قفصة","قفصة","93830016",NA,NA,NA,"اجتماعية",NA,NA,NA,"تنمية الحوض المنجمي","جهوي",NA,"التعريف بأهداف المنتدي",NA,NA,NA,NA,NA,"عموم الشعب",NA,"TUN","TN","TS","Tunisia"
"Tunisia","695",2014-11-07 02:08:42,"UJDT","جمعية شباب الصحافة","حي الزهور الثالث","تونس","24969751",NA,NA,NA,"الدفاع على الصحافين",NA,NA,NA,"صحافة حرة","جهوي","صحافة حرة و نزيهة","المشاركة في ندوات و أمسيات",NA,NA,NA,NA,NA,"الشعب التونسي",NA,"TUN","TN","TS","Tunisia"
"Tunisia","696",2014-11-07 02:08:47,"Forum Libre Kasserine","جمعية ملتقى أحرار القصرين","حي النور","القصرين","92721326",NA,NA,NA,"اجتماعية تنموية",NA,NA,NA,"التنمية الجهوية و المحلية الادماج و البحث عن مواطن شغل تفعيل دور الشباب","جهوي",NA,NA,NA,NA,NA,NA,NA,"الشباب و الفقراء",NA,"TUN","TN","TS","Tunisia"
"Algeria","698",2014-11-07 02:09:03,"Handicap International Algérie","المنظمة الدولية للأشخاص ذوي الاحتياجات الخاصة","02 يحي المازوني، شارع البشير الابراهيمي، الأبيار الجزائر",NA,"021.79.28.24","enfance.et.droits@hi-algerie.org",NA,"www.hi-algerie.org","منظمة غير حكومية","سليمة رابح",NA,NA,"تحسين ظروف المعيشة، الإدماج و المشاركة الاجتماعية الكاملة للأشخاص ذوي الاحتياجات الخاصة",NA,NA,"- تكوين الجمعيات العاملة في ميدان ذوي الاحتياجات الخاصة  -  تقديم الدعم و الخبرة إلى الجمعيات العاملة في ميدان ذوي الاحتياجات الخاصة من أجل تقديم التقارير الموازية أمام الآليات الدولية لحقوق الإنسان.",NA,NA,NA,NA,NA,"الأشخاص ذوي الاحتياجات الخاصة",NA,"DZA","DZ","AG","Algeria"
"Algeria","699",2014-11-07 02:09:10,"Fondation Friedrich Ebert","مؤسسة فريديريتش ايبرت",NA,NA,"+213 21 92 12 49Fax:, Tél:+213 21 92 68 95","info@fes-alger.org",NA,"www.fes-alger.org","مؤسسة",NA,NA,NA,"-  التربية على الديمقراطية و دولة القانون","جهوي",NA,"- تكوين النقابات المهنية و الجمعيات و الصحافة, -  تنظيم ملتقيات فكرية و ندوات دراسية, - تقديم الدعم للمجتمع المدني من خلا مختلف المشاريع",NA,NA,NA,NA,NA,"المجتمع المدني الجزائري",NA,"DZA","DZ","AG","Algeria"
"Algeria","700",2014-11-07 02:09:19,"Caritas Algérie","كاريطاس الجزائر","22 شارع حيدرة 16030 الأبيار الجزائر العاصمة",NA,"+213 21 92 58 55 +213 21 92 58 55","contact@caritas.dz",NA,"http://www.caritas.dz","منظمة غير حكومية إنسانية",NA,NA,NA,"- التضامن مع الفئات الهشة من المجتمع, - ترقية قيم السلام, - ترقية الحفاظ على البيئة",NA,NA,"- مجلة الحياة, -  تقديم الدعم المهني في مجال تأهيل اللاجئين، طالبي اللجوء و المهاجرين قصد إدماجهم في المجتمع الجزائري, -  تقديم الدعم لجمعيات الشباب",NA,NA,NA,NA,NA,": الفئات الهشة من المجتمع",NA,"DZA","DZ","AG","Algeria"
"Algeria","701",2014-11-07 02:09:33,"Comité International pour le Développement des Peuples – CISP الجزائر","اللجنة الدولية من أجل تنمية الشعوب- الجزائر","08 شارع سمغوني (شارع الواحات سابفا) القبة الجزائر العاصمة",NA,"Tél. : +213 21 77 56 71, Fax. : +213 21 77 56 73","cisp_algerie@hotmail.com",NA,"http://www.cisp-ngo.org/","منظمة غير حكومية عالمية",NA,"Eveline CHEVALIER",NA,"-  دعم المجتمع المدني, - محاربة الإقصاء الاجتماعي",NA,NA,"- الشراكة مؤسسات المجتمع المدني في عدة نشاطات",NA,NA,NA,NA,NA,"الفئات المهمشة",NA,"DZA","DZ","AG","Algeria"
NA,"702",2014-11-07 02:09:40,"bahrain press association","رابطة الصحافة البحرينية","11 lilac court,15 crown mews,London,E13 9HQ,Uk","لندن - بريطانيا","00447821135441",NA,2011-07-09,"www.bahrainpa.org","منظمة معينة بالدفاع عن حقوق الإعلاميين","عادل المرزوق","عباس بوصفوان","ندى الوادي","تعنى رابطة الصحافة البحرينية بالدفاع عن الإعلاميين البحرينيين من صحافيين ومدونيين ومصورين، كما تهتم بالدفاع عن قيم الحرية الإعلامية والصحافية وحرية التعبير في دول منطقة الشرق الأوسط.","جهوي","مواصلة رصد حقوق الإعلام في البحرين.","رصد انتهاكات حقوق الإعلاميين في البحرين، إصدار البيانات والتقارير الدورية بشأن أوضاع الإعلام في البحرين.",NA,NA,NA,NA,NA,"الإعلاميين",NA,NA,NA,NA,NA
"Bahrain","703",2014-11-07 02:09:53,"BH group 19","مجموعة بحرين 19","-","-","+97339622008","esmat420@gmail.com",2012-05-03,"-","منظمة معنية بالدفاع عن الإعلاميين البحرينيين","عصمت الموسوي","فريد رمضان","علي القميش","الدفاع عن الإعلاميين البحرينيين","جهوي","استمرار توثيق انتهاكات الإعلاميين، وإطلاق حملة للمطالبة بإقرار قانون الصحافة البحريني.","إصدار عدد من البيانات والتقارير المعنية بتوثيق انتهاكات حقوق الإعلاميين في البحرين من بعد أحداث 2011، ومخاطبة الجهات الرسمية من أجل المطالبة بإرجاع الإعلاميين المفصولين إلى أعمالهم.",NA,NA,NA,NA,NA,"الإعلاميين البحرينيين",NA,"BHR","BH","BA","Bahrain"
"Bahrain","704",2014-11-07 02:09:59,"human rights and freedom committee in Alwefaq society","دائرة الحقوق والحريات في جمعية الوفاق الوطني الإسلامية","الزنج","-","+97339696671","shalmosawi@gmail.com",2009-07-01,"http://alwefaq.net/cms","لجنة رصد لانتهاكات حقوق الإنسان","هادي الموسوي",NA,NA,"دائرة تابعة لجمعية الوفاق الوطني الإسلامية، تهتم بمتابعة قضايا حقوق الإنسان، وتعتبر لجنة الرصد المحور الأساس في نشاطها",NA,"إصدار تقرير معني بحالات التعذيب في البحرين.","رصد انتهاكات حقوق الإنسان قبل وبعد أحداث 2011، رفع الشكاوى إلى الجهات والأشخاص المعنيين في الأمم المتحدة، تقديم التقارير الحقوقية للمنظمات الدولية.",NA,NA,NA,NA,NA,"البحرينيون",NA,"BHR","BH","BA","Bahrain"
"Bahrain","705",2014-11-07 02:10:07,"alwahdawi observatory","مرصد الوحدي","11365 الدبلوماسية - مملكة البحرين","العدلية","+973 17 827 721","info@tjm3.org",NA,"www.tjm3.org","لجنة حقوقية تابعة لجمعية التجمع الوطني الديمقراطي","حسن مرزوق",NA,NA,"رصد وتوثيق انتهاكات حقوق الإنسان في البحرين",NA,"-","رصد شكاوى انتهاكات حقوق الإنسان في البحرين.",NA,NA,NA,NA,NA,"البحرينيون",NA,"BHR","BH","BA","Bahrain"
NA,"706",2014-11-07 02:10:18,"bahrain rehabilitation & anti violence organization","المنظمة البحرين للتأهيل ومناهضة العنف","-","-","-","info@bravo-bahrain.org",2012-06-26,"http://www.bravo-bahrain.org/","منظمة معنية بتأهيل ضحايا التعذيب في البحرين","ندى ضيف","جيهان كازروني","نبيل حميد","1.تشكيل لجان ذات مهمات دائمة او مؤقتة، ويعهد اليها القيام بالأعمال التي تساعد على تحقيق اغراض الجمعية.",NA,"استمرار توثيق ضحايا التعذيب وانتهاكات حقوق الإنسان","تسهيل علاج عدد من المصابين في احتجاجات البحرين 2011، وتدشين حملة لعلاج المصابين في أعينهم بسبب عنف الأمن المفرط.","رصد وتوثيق حالات ضحايا التعذيب","انتاج الموارد لتسهيل علاج ضحايا التعذيب",NA,NA,NA,"ضحايا التعذيب وانتهاكات حقوق الإنسان","محسن العلوي",NA,NA,NA,NA
NA,"707",2014-11-07 02:10:23,"bahrain human rights monitor","المرصد البحريني لحقوق الإنسان","-","-","0097339479199","-",2013-02-01,"-","شبكة حقوقية تضم عدد من المنظمات الحقوقية المستقلة","منذر الخور","عبدالنبي العكري",NA,"مظلة تجمع المنظمات الحقوقية البحرينية المستقلة لتنسيق الجهود في توثيق انتهاكات حقوق الإنسان",NA,"-","تقديم تقارير مشتركة والمشاركة في فعاليات الأمم المتحدة بجنيف المعنية بأوضاع حقوق الإنسان في البحرين",NA,NA,NA,NA,NA,"المواطنون البحرينيون",NA,NA,NA,NA,NA
"Algeria","709",2014-11-07 02:10:41,"Syndicat National Autonome des Personnels de l’Administration Publique (SNAPAP)","النقابة الوطنية لمستخدمي الإدارة العمومية","23شارع بوعلام زرياط بلفور، الحراش الجزائر العاصمة",NA,"021 52 03 72","contact@maisondessyndicats-dz.com",NA,"http://www.maisondessyndicats-dz.com/","نقابة مهنية مستقلة","رشيد معلاوي",NA,"نصيرة غزلان","-  تحسين الوضعية الاجتماعية للعمال, -  توحيد النقابات المستقلة, -  الدفاع عن الحريات النقابية",NA,"-  توحيد النقابات المستقلة","-  إضرابات في القطاع العمومي, -  احتجاجات ووقفات احتجاجية في الشارع, - المرافعة أمام المؤسسات الدولية\"" المنظمة العالمية للعمل\"", -  تدخلات في الصحافة المكتوبة خاصة",NA,NA,NA,NA,NA,"عمال القطاع العمومي",NA,"DZA","DZ","AG","Algeria"
"Algeria","710",2014-11-07 02:10:49,"Conseil National Autonome des Professeurs de l’éducation secondaire et technique CNAPEST","المجلس الوطني المستقل لأساتذة التعليم الثانوي و التقني",NA,NA,"00 213 36 73.24.42","cnapest@gmail.com",NA,"http://www.cnapest.com","نقابة مهنية مستقلة","نوار العربي",NA,NA,".  الدفاع عن المصالح المادية المهنية والاجتماعية لأساتذة التعليم الثانوي و التقني, تحسين الوسائل و الظروف البيداغوجية ., المساهمة في تحسين ظروف الحياة و ظروف العمل في مؤسسات التعليم الثانوي و التقني ., ترقية التكوين النقابي و نشر ثقافة قانونية متعلقة بعلاقات العمل.",NA,NA,"- إضرابات وطنية و جهوية, -  ندوات صحافية, - ندوات دراسية, - ورشات تكوينية",NA,NA,NA,NA,NA,"عمال التربية والتعليم",NA,"DZA","DZ","AG","Algeria"
"Algeria","711",2014-11-07 02:10:56,"Syndicat National des Travailleurs de l’Education (SNTE)","النقابة الوطنية لعمال التربية","مدرسة عيسات إدير , سيدي أمحمد الجزائرالعاصمة",NA,"00213 21 65 32 14","info@snte.dz",NA,"http://www.snte.dz","نقابة مهنية مستقلة","عبد الكريم بوجناح",NA,NA,"ترقية التكوين النقابي و نشر ثقافة قانونية متعلقة بعلاقات العمل, الدفاع عن المصالح المادية المهنية والاجتماعية لكل موظفي و أساتذة التربية و التعليم",NA,NA,"- إضرابات وطنية و جهوية, -  نشاطات حوارية في الإعلام المسموع المكتوب و المرئي, -  ندوات دراسية",NA,NA,NA,NA,NA,"عمال التربية و التعليم",NA,"DZA","DZ","AG","Algeria"
"Algeria","712",2014-11-07 02:11:02,"Union Nationales des Personnels de l’Education et de la Formation  UNPEF","الاتحاد الوطني لعمال التربية و التكوين",NA,NA,"021.65.95.16     021.65.78.83","unpef16@hotmail.com",NA,"http://www.unpef.com","نقابة مهنية مستقلة","الصادق دزيري",NA,NA,"- ترقية التكوين النقابي و نشر ثقافة قانونية متعلقة بعلاقات العمل -  الدفاع عن المصالح المادية المهنية والاجتماعية لكل موظفي و أساتذة التربية و التعليم, الدفاع عن الحريات النقابية",NA,NA,"- إضرابات وطنية و جهوية  -  نشاطات حوارية في الإعلام المسموع المكتوب و المرئي   - ندوات دراسية",NA,NA,NA,NA,NA,"عمال التربية و التعليم",NA,"DZA","DZ","AG","Algeria"
"Algeria","713",2014-11-07 02:11:16,"Syndicat National des Praticiens Spécialistes de la Santé Publique S.N.P.S.S.P","النقابة الوطنية للممارسين الأخصائيين للصحة العمومية","إقامة حسين داي الجزائر العاصمة",NA,"00213 21 47.99.18",NA,NA,"http://snpssp.sante-dz.org","نقابة مهنية مستقلة","الدكتور يوسفي محمد",NA,"خلوي ياسين","ترقية التكوين النقابي و نشر ثقافة قانونية متعلقة بعلاقات العمل, الدفاع عن المصالح المادية المهنية والاجتماعية لكل ممارسي الصحة العمومية الأخصائيين, الدفاع عن الحريات النقابية, البحث العلمي في مجال الصحة",NA,NA,"-  إضرابات وطنية و جهوية, -  نشاطات حوارية في الإعلام المسموع المكتوب و المرئي, -  ندوات دراسية",NA,NA,NA,NA,NA,"ممارسي الصحة العمومية الأخصائيين","الدكتورة حيرش سليمة","DZA","DZ","AG","Algeria"
"Algeria","714",2014-11-07 02:11:31,"Conseil National des Enseignants du Supérieur CNES","المجلس الوطني أساتذة التعليم العالي","08 شارع حارسكي حماني (شارع شاراس سابقا) الجزائر العاصمة",NA,"00213 36 92 72 12","cnes.univ@gmail.com",NA,": http://cnes.voila.net/","نقابة مهنية مستقلة",NA,NA,NA,"ترقية التكوين النقابي و نشر ثقافة قانونية متعلقة بعلاقات العمل  الدفاع عن المصالح المادية المهنية والاجتماعية لكل أساتذة التعليم العالي  الدفاع عن الحريات النقابية",NA,NA,"-  إضرابات وطنية و جهوية  -  نشاطات حوارية في الإعلام المسموع المكتوب و المرئي   - ندوات دراسية",NA,NA,NA,NA,NA,"أساتذة التعليم العالي",NA,"DZA","DZ","AG","Algeria"
"Algeria","715",2014-11-07 02:11:43,"Soumoud","جمعية صمود",NA,NA,"021. 82.47.70  / 07.79.11.78.39","azizmerzak@yahoo.fr",NA,NA,"جمعية وطنية","عزيز مرزاق",NA,NA,"- الدفاع عن حقوق ضحايا الإرهاب, - الكفاح ضد اللاعقاب",NA,NA,"-  المشاركة في الملتقيات و الندوات الدراسية حول قضايا حقوق الإنسان, -  حوارات صحافية",NA,NA,NA,NA,NA,"ضحايا الإرهاب",NA,"DZA","DZ","AG","Algeria"
"Algeria","716",2014-11-07 02:11:56,"TRIANGLE GENERATION HUMANITAIRE (TGH)","مثلث جيل الإنسانية","حي 348 مسكن عمارة 38 رقم 5 سعيد حمدين حيدرة الجزائر العاصمة",NA,"00213 21 60 49 33","algerie@trianglegh.org",NA,"www.trianglegh.org","منظمة إنسانية",NA,NA,NA,"- تعزيز الحماية القانونية و البدنية للاجئين و طالبي اللجوء, تعزيز معارف النساء من اللاجئين و طالبي اللجوء بحقوقهن و المراكز الصحية الموجودة, -  توفير المساعدة النفسية للأطفال و النساء من اللاجئين و طالبي اللجوء ضحايا العنف, مساعدة أطفال اللاجئين و طالبي اللجوء في الدراسة",NA,NA,"توفير السكن اللائق للاجئين و طالبي اللجوء, - توفير المساعدة الإنسانية للاجئين و طالبي اللجوء في تندوف, - توفير الحد الأدنى من مستلزمات العيش للاجئين و طالبي اللجوء في الجزائر العاصمة",NA,NA,NA,NA,NA,"اللاجئين و طالبي اللجوء في الجزائر",NA,"DZA","DZ","AG","Algeria"
"Algeria","717",2014-11-07 02:12:01,"Médecins du monde, mission Algerie","أطباء العالم","17، شارع ابن خطيب الجزائر وسط، العاصمة",NA,"00 213 21 74 51 33","genco.algeria@medecinsdumonde.net",NA,NA,"منظمة غير حكومية",NA,NA,NA,"-  تعزيز ظروف المعيشة للشعوب الموجودة في حالة هجرة أو لجوء, -  تعزيز الوصول إلى الرعاية الصحية و الحقوق بالنسبة للأشخاص الموجودون في وضعية هجرة أو لجوء",NA,NA,"-  تعزيز التكفل الصحي بالأشخاص في وضعية هجرة أو لجوء في مرافق الصحة الجزائرية(ورشات تحسيسية و تكوينية للأطباء، و الفاعلين في الميدان...), -  تعزيز قدرات الجمعيات المتدخلة في الميدان (لقاءات للتبادل، و جمع المعلومات القانونية و العملية...), -  تشبيك الفاعلين الوطنيين و الدوليين في ميدان الهجرة.",NA,NA,NA,NA,NA,"الأشخاص في وضعية الهجرة و اللجوء",NA,"DZA","DZ","AG","Algeria"
"Algeria","718",2014-11-07 02:12:09,"ASSOCIATION AIDS ALGERIE","جمعية ايدز الجزائر","07 شارع أحمد خميسة الجزائر العاصمة",NA,"Fax  021 74 43 74, 021 74 15 28","contact@aidsalgerie.org",NA,"www. aidsalgerie.org","منظمة غير حكومية","Othmane BOUROUBA",NA,NA,"- التكفل بالأشخاص الحاملين لمرض السيدا, - الوقاية من المرض",NA,NA,"-  القيام بتشخيص ودراسات حول مرض السيدا, - التوعية و التحسيس مع المجتمع المدني القريب من الأشخاص المعرضين للعدوى, -  توزيع وسائل الوقاية, -  توجيه الأشخاص المصابين نحو الهياكل المختصة, - تكوين المهنيين التربويين, - المرافعة أمام المؤسسات الوطنية و المحلية",NA,NA,NA,NA,NA,"الأشخاص المصابين بمرض السيدا",NA,"DZA","DZ","AG","Algeria"
"Algeria","719",2014-11-07 02:12:16,"SOS KINDERDORF INTERNATIONAL (SOS KINDI)","نجدة كيندروف الدولية","فيلا رقم 136 حي اللوز بابا حسان الجزائر العاصمة",NA,"00213 21 35 01 34, Tel  00213 20 31 05 76","Gerard.ruot@laposte.net",NA,"www.vesos-dz.org","منظمة غير حكومية","جيرار عيسى ريو",NA,NA,"- استقبال الأطفال بدون عائلة, توفير التعليم و التربية لهؤلاء الأطفال, - توفير المتابعة حتى الاستقلالية من أجل بناء مشروع الحياة لهؤلاء الأطفال",NA,NA,"- روضة للأطفال, - نادي نجدة شباب, - حديقة أطفال نجدة, - خمسة مراكز اجتماعية نجدة  -",NA,NA,NA,NA,NA,"الأطفال",NA,"DZA","DZ","AG","Algeria"
"Yemen","721",2014-11-07 02:12:35,NA,"مؤسسة مستقل التنموية",NA,"حضرموت / المكلا","00967 772633683","independentforrights@gmail.com",2013-04-01,NA,"مؤسسة تنموية","امين احمد الحامد",NA,NA,"نحن منظمة شبابية مستقلة تعمل في حضرموت تؤمن بحق الشباب في تقرير مصيرهم وتحديد مسارهم بأنفسهم وتهدف الى توعيتهم في المجالات السياسية والحقوقية وتدريبهم على المهارات الحياتية والشخصية . أهداف المؤسسة : 1 -تعزيز ثقافة الديموقراطية و حقوق الانسان والحريات العامة والدفاع عنها  بمايتناسب والدستور اليمني والقوانيين والمواثيق الدولية.  2 – التوعية السياسية والاجتماعية لكافة شرائح المجتمع وخاصة الشباب والمرأة . 3 – تأهيل الشباب وتدريبهم بالوسائل الحديثه والطرق العلمية بمايواكب الواقع ومتطلباته . 4 – اعداد البحوث والدراسات الواقعية وفقا للاسس العلمية الحديثة . 5 – تعزيز مبدء الحوار والتعايش السلمي والانفتاح على الاخر .  6-  اكساب الشباب  بعض المهارات الحياتية والشخصية.",NA,NA,"1.إنطلاق المشروع الحقوقي في محافظة حضرموت بعنوان ( أحقية التوظيف لشباب حضرموت في الشركات النفطية )  حيث يستهدف هذا المشروع في مرحلته الاولى توعية 120 شاب من خريجين الجامعات والمعاهد التقنة والمهنية وشباب التكتلات والحركات الشبابية ومنظمات المجتمع المدني   2.عقد ندوات سياسية حول مفاهيم الدساتير",NA,NA,NA,NA,"جميع الاحتياجات محتاجبن لها وذلك لاننا مؤسسة في جديدة في المجال الحقوقي في حضرموت ونفتقر لجميع هذه الاحتياجات","الشباب",NA,"YEM","YE","YM","Yemen"
"Yemen","722",2014-11-07 02:12:42,"Youth Transparency & Building","مؤسسة شباب شفافية وبناء",NA,"صنعاء","00967 733043310 - 773529229","/   alshwafi@ytb-yemen.org, info@ytb-yemen.org",2012-06-09,"www.ytb-yemen.org","مؤسسة معنية بالشفافية والنزاهة ومكافحة الفساد",NA,NA,NA,"القيام بالأنشطة والبرامج التي من شأنها بناء الشباب وتمكينهم والعمل على جعل اليمن دولة خالية من الفساد، عن طريق كشف الإنتهاكات ، وتعرية الفساد والفاسدين، والدفاع عن الحقوق والحريات، وغرس مفاهيم حقوق الإنسان، بالتعاون مع كافة القوى الفاعلة في المجتمع من مؤسسات وأفراد.  تهدف المؤسسة إلى إقامة النزاهة والشفافية والمساءلة ومكافحة الفساد وبناء مجتمع مدني مرتكزاً على مبداء التنوع الثقافي والإجتماعي عبر تحقيق الأهداف التالية : 1-  المساهمة في بناء الدولة المدنية الحديثة، وتعزيز سيادة القانون، وإرساء مبداء العدالة الإجتماعية وإحترام حقوق الإنسان . 2-  تعزيز مبداء الشفافية ومكافحة الفساد بكل الوسائل والطرق المتاحة. 3-  العمل على توعية المجتمع بمخاطر الفساد وأضراره . 4-  العمل على تدريب وتأهيل الشباب لإلحاقه بسوق العمل المحلية والخارجية. 5-  تمكين الشباب اقتصادياً ومعرفياً من أجل ممارسة أنشتطهم ضمن إطار قانوني يوفر لهم حرية الممارسة والحماية. 6- تعريف المجتمع بمبداء العمل الطوعي والعمل على ترسيخه كعامل أساسي في بناء الدولة المدنية. 7-  الإسهام في حل المشاكل الإجتماعية وتوعية الناس بحقوقهم وواجباتهم",NA,"1- مراقبة أداء الحكومة وكشف الكثير من ملفات فساد المسئولين . 2-  توعية مجتمعيه بمخاطر الفساد وضرور الوقوف بوجه استفحاله. 3-  عدد من انشطة التدريب والتأهيل للشباب حول الهدف .","-  أنشطة مجتمعية . - فتح ملفات وقضايا فساد لعدد من مسئولي الدولة لدى القضاء . -  التوعيه الألكترونيه . وللتفاصيل يمكنكم متابعة صفحتنا على الفيس بوك : http://www.facebook.com/YTB.YEMEN",NA,NA,NA,NA,"بالنسبة للإحتياجات يطول الحديث فيها وخصوصا كوننا مؤسسة جديده في سوق العمل وتعتمد على إمكانيات شبابها البسيطه","المجتمع اليمني كافة والشباب كفئة خاصة",NA,"YEM","YE","YM","Yemen"
